# CONVERGE 4.0.3/  Aug  6 2024       Run Date:Wed Jun  4 14:16:41 2025
# column        1                2                3                4
#           Crank    subgrid_scale    subgrid_scale    subgrid_scale
#           (DEG)         VELOCITY      TEMPERATURE         VELOCITY
#          (none)         Region_0         Region_0         Region_1
   -3.7375502e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7366898e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7358589e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7350417e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7342594e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7335094e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7327736e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7320505e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7313360e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7306374e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7298841e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7291395e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7284124e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7276881e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7269690e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7262685e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7255758e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7248865e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7242043e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7235306e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7228645e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7222068e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7214794e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7207415e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7200130e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7193006e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7185884e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7178847e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7171739e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7164463e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7157319e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7150069e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7142888e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7135787e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7128805e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7121505e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7114321e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7106775e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7099332e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7091788e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7084232e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7076634e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7068879e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7061295e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7054081e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7047031e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7039937e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7032754e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7025512e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7018208e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7010884e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.7003582e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6996265e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6988273e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6980218e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6972126e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6963994e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6955827e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6947773e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6939719e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6931418e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6923110e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6914643e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6906250e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6897735e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6888997e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6879825e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6870708e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6861551e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6852393e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6843262e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6833979e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6824679e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6814827e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6805623e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6795945e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6786404e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6776999e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6767621e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6757883e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6748207e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6738705e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6728800e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6719078e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6709293e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6699630e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6690259e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6681029e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6671848e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6662738e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6653666e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6644714e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6635879e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6627170e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6618466e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6609785e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6601139e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6594219e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6586976e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6578522e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6570190e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6561991e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6553567e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6545935e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6537598e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6531935e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6525184e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6516951e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6508844e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6500849e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6492945e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6485109e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6477332e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6469605e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6461917e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6454267e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6446663e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6439109e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6431583e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6424085e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6416622e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6409198e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6401800e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6394421e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6387054e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6379697e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6372351e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6371617e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6370698e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6369551e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6368116e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6366323e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6364081e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6361279e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6357776e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6353398e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6347925e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6341083e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6333790e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6326440e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6319463e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6312204e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6304857e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6297502e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6290136e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6282742e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6275303e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6267775e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6260110e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6253337e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6245396e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6237962e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6230111e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6222418e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6214639e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6208615e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6201931e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6194592e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6186664e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6178638e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6170648e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6161464e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6152084e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6142480e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6132830e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6123128e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6114811e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6107092e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6098972e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6090220e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6080932e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6070975e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6060073e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6048344e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6035872e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6022948e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.6009507e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5995481e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5980760e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5965219e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5948672e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5932092e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5915493e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5898874e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5882231e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5865561e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5848859e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5832119e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5815331e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5798477e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5781533e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5764485e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5747396e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5730261e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5713131e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5696023e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5678945e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5661903e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5646124e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5631491e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5617709e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5616331e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5614608e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5612455e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5609763e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5606399e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5602193e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5596936e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5590364e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5583200e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5576003e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5568775e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5561518e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5554231e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5546915e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5539573e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5532204e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5524811e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5517393e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5509952e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5502489e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5495079e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5486834e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5479483e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5470617e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5463283e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5454415e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5447048e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5439601e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5432128e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5422787e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5415306e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5405956e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5398446e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5389060e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5378172e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5367274e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5356367e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5345452e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5334528e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5323595e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5313165e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5302440e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5294776e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5287093e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5279390e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5271727e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5263105e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5255392e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5246131e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5238453e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5230703e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5222936e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5215151e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5207350e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5199534e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5191702e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5183856e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5174049e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5165317e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5156566e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5147796e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5139009e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5130537e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5121716e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5113430e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5104578e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5095712e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5087833e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5079997e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5072149e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5064290e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5056363e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5048484e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5040596e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5030735e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5021975e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5013196e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.5005258e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4997307e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4989345e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4981372e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4973390e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4965397e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4957457e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4949452e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4941437e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4933415e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4925385e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4917347e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4909302e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4901250e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4893191e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4884314e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4876311e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
   -3.4868356e+02    1.0000000e+00   -1.0000000e+00    1.0000000e+00
