# CONVERGE 4.0.3/  Aug  6 2024       Run Date:Wed Jun  4 14:16:41 2025
# column        1                2                3                4                5
#           Crank      Total_Cells          Region1          Region0          Region2
#           (DEG)           (none)           (none)           (none)           (none)
#
    5.2886114e+02           551166            90073           422990            38103
    5.2894227e+02           551327            90069           423153            38105
    5.2902340e+02           551417            90034           423282            38101
    5.2912481e+02           551588            90066           423425            38097
    5.2920580e+02           551780            90024           423655            38101
    5.2936780e+02           552131            89981           424048            38102
    5.2944823e+02           552202            89970           424132            38100
    5.2952924e+02           552330            89990           424237            38103
    5.2961027e+02           552410            89984           424330            38096
    5.2977235e+02           552541            89939           424500            38102
    5.2985281e+02           553281            90575           424604            38102
    5.2993386e+02           553620            90544           424980            38096
    5.3001492e+02           553698            90283           425312            38103
    5.3017646e+02           553847            90235           425511            38101
    5.3025753e+02           553911            90217           425592            38102
    5.3033861e+02           553984            90201           425680            38103
    5.3041969e+02           554024            90172           425753            38099
    5.3050078e+02           554093            90143           425850            38100
    5.3066299e+02           554201            90084           426014            38103
    5.3074410e+02           554311            90062           426151            38098
    5.3082522e+02           530441            76557           415785            38099
    5.3090634e+02           530830            76772           415955            38103
    5.3106862e+02           531227            76756           416371            38100
    5.3117004e+02           531276            76710           416468            38098
    5.3125104e+02           531363            76682           416580            38101
    5.3133204e+02           531408            76655           416652            38101
    5.3141306e+02           531467            76634           416731            38102
    5.3157454e+02           531568            76570           416893            38105
    5.3165558e+02           531604            76516           416988            38100
    5.3173664e+02           531668            76513           417056            38099
    5.3181770e+02           531699            76478           417117            38104
    5.3197925e+02           531751            76394           417260            38097
    5.3206033e+02           531817            76371           417344            38102
    5.3214141e+02           531850            76343           417405            38102
    5.3222192e+02           531922            76335           417485            38102
    5.3230301e+02           532746            76314           418332            38100
    5.3246522e+02           532884            76284           418499            38101
    5.3254633e+02           532917            76247           418568            38102
    5.3262745e+02           532943            76217           418625            38101
    5.3270858e+02           532975            76188           418688            38099
    5.3287086e+02           516468            70705           407663            38100
    5.3295200e+02           516638            70736           407799            38103
    5.3303316e+02           516671            70715           407853            38103
    5.3311432e+02           516685            70674           407911            38100
    5.3320353e+02           516717            70649           407971            38097
    5.3336559e+02           516779            70561           408118            38100
    5.3344663e+02           516809            70535           408173            38101
    5.3352710e+02           516838            70513           408223            38102
    5.3360757e+02           516844            70461           408284            38099
    5.3376971e+02           516887            70398           408394            38095
    5.3385020e+02           516910            70368           408440            38102
    5.3394606e+02           516948            70359           408490            38099
    5.3402651e+02           516968            70329           408539            38100
    5.3410755e+02           517002            70085           408817            38100
    5.3428412e+02           517058            70040           408918            38100
    5.3436515e+02           517091            70019           408974            38098
    5.3444619e+02           517130            69992           409037            38101
    5.3452724e+02           517146            69968           409080            38098
    5.3460829e+02           517168            69949           409118            38101
    5.3477042e+02           517240            69923           409214            38103
    5.3485150e+02           517267            69906           409258            38103
    5.3493258e+02           505354            67327           399926            38101
    5.3501367e+02           505617            67347           400167            38103
    5.3517587e+02           505731            67338           400293            38100
    5.3526507e+02           505772            67332           400344            38096
    5.3534609e+02           505851            67311           400438            38102
    5.3542712e+02           505882            67282           400501            38099
    5.3550816e+02           505920            67268           400551            38101
    5.3566909e+02           505996            67236           400660            38100
    5.3575014e+02           506044            67198           400745            38101
    5.3583121e+02           506103            67197           400808            38098
    5.3591227e+02           506165            67171           400890            38104
    5.3607383e+02           506190            67130           400965            38095
    5.3615491e+02           506253            67136           401013            38104
    5.3623599e+02           506270            67092           401075            38103
    5.3631649e+02           506331            67095           401133            38103
    5.3647867e+02           506377            67074           401206            38097
    5.3655976e+02           506421            67016           401309            38096
    5.3664086e+02           506490            67024           401364            38102
    5.3672197e+02           506537            67024           401415            38098
    5.3680308e+02           506574            67015           401456            38103
    5.3696531e+02           497280            65406           393775            38099
    5.3704644e+02           497372            65424           393848            38100
    5.3713580e+02           497409            65412           393893            38104
    5.3721621e+02           497436            65407           393928            38101
    5.3731672e+02           497460            65395           393961            38104
    5.3742519e+02           497493            65302           394085            38106
    5.3751470e+02           497502            65281           394118            38103
    5.3767669e+02           497622            65336           394186            38100
    5.3775769e+02           497641            65324           394216            38101
    5.3783871e+02           497628            65276           394249            38103
    5.3792840e+02           497662            65294           394265            38103
    5.3800880e+02           497706            65292           394312            38102
    5.3817022e+02           497696            65231           394361            38104
    5.3825122e+02           498133            65375           394656            38102
    5.3833165e+02           498466            65341           395022            38103
    5.3841267e+02           498465            65312           395051            38102
    5.3859498e+02           498472            65282           395086            38104
    5.3867596e+02           498467            65255           395111            38101
    5.3877719e+02           498445            65217           395125            38103
    5.3885817e+02           498415            65178           395136            38101
    5.3893916e+02           498418            65153           395162            38103
    5.3902016e+02           498395            65116           395174            38105
    5.3910117e+02           486855            63695           385062            38098
    5.3920243e+02           486888            63673           385116            38099
    5.3936382e+02           486902            63639           385163            38100
    5.3944424e+02           486910            63618           385188            38104
    5.3953952e+02           487110            63593           385411            38106
    5.3961993e+02           487082            63561           385419            38102
    5.3970092e+02           487044            63522           385422            38100
    5.3986293e+02           487010            63483           385428            38099
    5.3995204e+02           486986            63432           385455            38099
    5.4003302e+02           486986            63397           385486            38103
    5.4011344e+02           486942            63352           385489            38101
    5.4021395e+02           486890            63301           385488            38101
    5.4031575e+02           486870            63284           385487            38099
    5.4040484e+02           486832            63243           385487            38102
    5.4056683e+02           486764            63180           385485            38099
    5.4064783e+02           486749            63163           385486            38100
    5.4073717e+02           486712            63120           385490            38102
    5.4081758e+02           487498            63076           386319            38103
    5.4097900e+02           487509            63094           386314            38101
    5.4106002e+02           487458            63049           386310            38099
    5.4114962e+02           487424            63017           386304            38103
    5.4123003e+02           480450            62015           380335            38100
    5.4131103e+02           480429            61988           380342            38099
    5.4140666e+02           480434            61988           380341            38105
    5.4157670e+02           480346            61915           380330            38101
    5.4165770e+02           480301            61850           380354            38097
    5.4175894e+02           480253            61804           380348            38101
    5.4183993e+02           480207            61773           380333            38101
    5.4192036e+02           480179            61745           380329            38105
    5.4200079e+02           480153            61727           380324            38102
    5.4216284e+02           480057            61644           380309            38104
    5.4225233e+02           480010            61610           380300            38100
    5.4233274e+02           479982            61584           380295            38103
    5.4241317e+02           479957            61574           380280            38103
    5.4250894e+02           479914            61303           380510            38101
    5.4260476e+02           479891            61294           380497            38100
    5.4270063e+02           479855            61267           380485            38103
    5.4287759e+02           479768            61207           380462            38099
    5.4295802e+02           479734            61170           380459            38105
    5.4305407e+02           479672            61127           380441            38104
    5.4313507e+02           479644            61112           380433            38099
    5.4321550e+02           479614            61094           380420            38100
    5.4337638e+02           476663            60720           377842            38101
    5.4345684e+02           476678            60711           377868            38099
    5.4353788e+02           476721            60711           377905            38105
    5.4362714e+02           476679            60687           377890            38102
    5.4372887e+02           476707            60678           377929            38100
    5.4383733e+02           476668            60654           377910            38104
    5.4394579e+02           476636            60630           377910            38096
    5.4403485e+02           476630            60611           377919            38100
    5.4411528e+02           476639            60601           377935            38103
    5.4420448e+02           476639            60614           377925            38100
    5.4437417e+02           476668            60550           378017            38101
    5.4445519e+02           476643            60541           377999            38103
    5.4453622e+02           476644            60536           378005            38103
    5.4461726e+02           476630            60528           378001            38101
    5.4471281e+02           476568            60482           377985            38101
    5.4488891e+02           476551            60461           377987            38103
    5.4496934e+02           476528            60450           377974            38104
    5.4505037e+02           476523            60441           377979            38103
    5.4513141e+02           476493            60380           378009            38104
    5.4522726e+02           476471            60372           377999            38100
    5.4530829e+02           476428            60342           377984            38102
    5.4540424e+02           476379            60315           377963            38101
    5.4558130e+02           475130            59959           377068            38103
    5.4566233e+02           475122            59974           377048            38100
    5.4574279e+02           475076            59953           377020            38103
    5.4582383e+02           475058            59964           376993            38101
    5.4590430e+02           475036            59941           376994            38101
    5.4600489e+02           475018            59900           377015            38103
    5.4616639e+02           474980            59902           376975            38103
    5.4624744e+02           475009            59936           376971            38102
    5.4632850e+02           474989            59949           376939            38101
    5.4640957e+02           474963            59929           376932            38102
    5.4657173e+02           474912            59892           376923            38097
    5.4665282e+02           474868            59876           376893            38099
    5.4673392e+02           474828            59861           376868            38099
    5.4681503e+02           475045            59850           377092            38103
    5.4699181e+02           475248            59789           377359            38100
    5.4707285e+02           475212            59772           377336            38104
    5.4715332e+02           475154            59759           377295            38100
    5.4723438e+02           475103            59729           377274            38100
    5.4731545e+02           475043            59699           377244            38100
    5.4747762e+02           474910            59637           377175            38098
    5.4757361e+02           474843            59604           377139            38100
    5.4765466e+02           473302            59377           375823            38102
    5.4773572e+02           473270            59361           375810            38099
    5.4783704e+02           473210            59329           375779            38102
    5.4791751e+02           473168            59306           375758            38104
    5.4807964e+02           473059            59243           375713            38103
    5.4816072e+02           473241            59248           375889            38104
    5.4824180e+02           473182            59221           375854            38107
    5.4832290e+02           473108            59189           375817            38102
    5.4841209e+02           473025            59151           375773            38101
    5.4858806e+02           472858            59076           375682            38100
    5.4867733e+02           472784            59050           375637            38097
    5.4875838e+02           472684            59007           375580            38097
    5.4885392e+02           472525            58959           375462            38104
    5.4894951e+02           472425            58927           375397            38101
    5.4904517e+02           472327            58898           375331            38098
    5.4914088e+02           472211            58846           375265            38100
    5.4923665e+02           472101            58807           375195            38099
    5.4933247e+02           471883            58772           375012            38099
    5.4941353e+02           471827            58744           374980            38103
    5.4950944e+02           471742            58713           374928            38101
    5.4967156e+02           472416            58675           375641            38100
    5.4975205e+02           472334            58646           375588            38100
    5.4984813e+02           470360            58539           373718            38103
    5.4992918e+02           470332            58547           373683            38102
    5.5001024e+02           470266            58518           373646            38102
    5.5017238e+02           470178            58483           373595            38100
    5.5027372e+02           470102            58411           373589            38102
    5.5035477e+02           470022            58377           373543            38102
    5.5044383e+02           469932            58341           373492            38099
    5.5052488e+02           469924            58337           373481            38106
    5.5060593e+02           469856            58304           373448            38104
    5.5078189e+02           469702            58241           373357            38104
    5.5086294e+02           469657            58225           373334            38098
    5.5094398e+02           469629            58202           373326            38101
    5.5102504e+02           469559            58163           373296            38100
    5.5110552e+02           469536            58036           373405            38095
    5.5120114e+02           469469            58010           373361            38098
    5.5137790e+02           469414            57966           373347            38101
    5.5145893e+02           469414            57978           373339            38097
    5.5155475e+02           469355            57967           373284            38104
    5.5163521e+02           469320            57944           373276            38100
    5.5173113e+02           469265            57943           373221            38101
    5.5181158e+02           469347            58070           373175            38102
    5.5197310e+02           468517            57631           372785            38101
    5.5206285e+02           468496            57650           372749            38097
    5.5217131e+02           468373            57614           372656            38103
    5.5225177e+02           468313            57588           372623            38102
    5.5233223e+02           468257            57573           372586            38098
    5.5242111e+02           468181            57540           372540            38101
    5.5250157e+02           468141            57530           372507            38104
    5.5267123e+02           468008            57481           372425            38102
    5.5276049e+02           467945            57466           372377            38102
    5.5284153e+02           467878            57451           372323            38104
    5.5292258e+02           467821            57440           372274            38107
    5.5300363e+02           467720            57411           372207            38102
    5.5318019e+02           467106            57370           371635            38101
    5.5326124e+02           467013            57339           371578            38096
    5.5335692e+02           466915            57310           371506            38099
    5.5345265e+02           466814            57288           371425            38101
    5.5353370e+02           466761            57267           371392            38102
    5.5361418e+02           466695            57241           371355            38099
    5.5377573e+02           466606            57231           371272            38103
    5.5385681e+02           466531            57198           371234            38099
    5.5395282e+02           466433            57170           371164            38099
    5.5403387e+02           466357            57149           371111            38097
    5.5412997e+02           465444            56847           370499            38098
    5.5421979e+02           465375            56830           370447            38098
    5.5430027e+02           465344            56815           370426            38103
    5.5449049e+02           465134            56834           370199            38101
    5.5457098e+02           465110            56848           370164            38098
    5.5465205e+02           465079            56853           370124            38102
    5.5473254e+02           465034            56835           370102            38097
    5.5481305e+02           465046            56845           370098            38103
    5.5498272e+02           464990            56830           370055            38105
    5.5506321e+02           464995            56873           370018            38104
    5.5514371e+02           464926            56869           369960            38097
    5.5523915e+02           464896            56865           369929            38102
    5.5532022e+02           464872            56868           369899            38105
    5.5540130e+02           464790            56831           369859            38100
    5.5556290e+02           464766            56902           369763            38101
    5.5564400e+02           464725            56909           369718            38098
    5.5573977e+02           464692            56930           369665            38097
    5.5583559e+02           464663            56946           369617            38100
    5.5593146e+02           464692            57002           369590            38100
    5.5601254e+02           464635            56990           369547            38098
    5.5610851e+02           464600            57003           369498            38099
    5.5620453e+02           464600            57040           369459            38101
    5.5636669e+02           463661            56558           369005            38098
    5.5645651e+02           463712            56651           368960            38101
    5.5656499e+02           463657            56657           368900            38100
    5.5664607e+02           463700            56712           368884            38104
    5.5672716e+02           463691            56726           368863            38102
    5.5682851e+02           463689            56774           368811            38104
    5.5690959e+02           463718            56850           368770            38098
    5.5707986e+02           463735            56921           368709            38105
    5.5716884e+02           463724            56978           368642            38104
    5.5724991e+02           463701            56991           368606            38104
    5.5733041e+02           463698            57043           368555            38100
    5.5741150e+02           463710            57074           368534            38102
    5.5757310e+02           464024            57206           368716            38102
    5.5765362e+02           463975            57192           368682            38101
    5.5773473e+02           463937            57188           368646            38103
    5.5781584e+02           463891            57206           368584            38101
    5.5790525e+02           463831            57222           368509            38100
    5.5808764e+02           463791            57226           368464            38101
    5.5816812e+02           463703            57312           368290            38101
    5.5826872e+02           463654            57324           368228            38102
    5.5834978e+02           463580            57305           368176            38099
    5.5845111e+02           462024            56814           367109            38101
    5.5853216e+02           462118            56950           367071            38097
    5.5862799e+02           462070            56946           367023            38101
    5.5870847e+02           462050            56957           366992            38101
    5.5888955e+02           462009            57014           366893            38102
    5.5897060e+02           462013            57046           366862            38105
    5.5905166e+02           461974            57046           366832            38096
    5.5915298e+02           461936            57049           366785            38102
    5.5926143e+02           461912            57049           366757            38106
    5.5934248e+02           461943            57055           366787            38101
    5.5944379e+02           461868            57039           366727            38102
    5.5952483e+02           461923            57133           366689            38101
    5.5960588e+02           461911            57177           366632            38102
    5.5976801e+02           461835            57209           366524            38102
    5.5984908e+02           462037            57416           366523            38098
    5.5993016e+02           462212            57456           366653            38103
    5.6001066e+02           462290            57591           366601            38098
    5.6011129e+02           462317            57700           366516            38101
    5.6027337e+02           462185            57733           366351            38101
    5.6035442e+02           461613            57773           365740            38100
    5.6045573e+02           461512            57749           365661            38102
    5.6053676e+02           461496            57795           365598            38103
    5.6061780e+02           460341            57295           364944            38102
    5.6080016e+02           460366            57394           364870            38102
    5.6096166e+02           460238            57406           364730            38102
    5.6106223e+02           460205            57409           364693            38103
    5.6114268e+02           460255            57481           364669            38105
    5.6124325e+02           460119            57450           364572            38097
    5.6132370e+02           460154            57485           364564            38105
    5.6140416e+02           460102            57478           364520            38104
    5.6150473e+02           460066            57483           364480            38103
    5.6166623e+02           459996            57483           364413            38100
    5.6176753e+02           459897            57460           364332            38105
    5.6184856e+02           459881            57456           364328            38097
    5.6194985e+02           459803            57437           364266            38100
    5.6205830e+02           459755            57477           364179            38099
    5.6216674e+02           459651            57456           364098            38097
    5.6227519e+02           459621            57495           364027            38099
    5.6235565e+02           459628            57526           364001            38101
    5.6243669e+02           459613            57552           363956            38105
    5.6251775e+02           459587            57574           363912            38101
    5.6269883e+02           459479            57593           363787            38099
    5.6280728e+02           459386            57575           363708            38103
    5.6296936e+02           458110            56959           363054            38097
    5.6306544e+02           458052            56957           362994            38101
    5.6314649e+02           458027            56970           362956            38101
    5.6322753e+02           457965            56953           362911            38101
    5.6330859e+02           457883            56939           362843            38101
    5.6347014e+02           458560            56936           363529            38095
    5.6355064e+02           458503            56926           363474            38103
    5.6363114e+02           458437            56916           363417            38104
    5.6371164e+02           458350            56895           363355            38100
    5.6387324e+02           458113            56884           363131            38098
    5.6397388e+02           457957            56866           362988            38103
    5.6405492e+02           457900            56872           362927            38101
    5.6413597e+02           457843            56856           362885            38102
    5.6421702e+02           457811            56899           362815            38097
    5.6437857e+02           457714            56930           362685            38099
    5.6447990e+02           457660            56940           362620            38100
    5.6456036e+02           457603            56927           362573            38103
    5.6466094e+02           457512            56906           362504            38102
    5.6474198e+02           457461            56896           362465            38100
    5.6482244e+02           457418            56886           362431            38101
    5.6492302e+02           457329            56891           362337            38101
    5.6500406e+02           455804            56327           361378            38099
    5.6516558e+02           455635            56307           361225            38103
    5.6524606e+02           455634            56360           361171            38103
    5.6532713e+02           455566            56360           361105            38101
    5.6540821e+02           455531            56391           361038            38102
    5.6550347e+02           455421            56391           360926            38104
    5.6567984e+02           454638            56391           360140            38107
    5.6576088e+02           454547            56391           360050            38106
    5.6584194e+02           454465            56391           359972            38102
    5.6592300e+02           454413            56398           359911            38104
    5.6600349e+02           454348            56398           359847            38103
    5.6617375e+02           454217            56405           359713            38099
    5.6626301e+02           454157            56405           359649            38103
    5.6634404e+02           454096            56405           359594            38097
    5.6642509e+02           454048            56405           359542            38101
    5.6651427e+02           453979            56405           359477            38097
    5.6662272e+02           453926            56405           359421            38100
    5.6671172e+02           453881            56405           359375            38101
    5.6682017e+02           453795            56405           359290            38100
    5.6690064e+02           453763            56405           359259            38099
    5.6706217e+02           453628            56405           359121            38102
    5.6714323e+02           452422            55788           358537            38097
    5.6722431e+02           452363            55787           358479            38097
    5.6730539e+02           452306            55787           358418            38101
    5.6746699e+02           452204            55787           358313            38104
    5.6754809e+02           452156            55787           358266            38103
    5.6762919e+02           452124            55815           358206            38103
    5.6771030e+02           452068            55815           358153            38100
    5.6787255e+02           451963            55815           358041            38107
    5.6795368e+02           451916            55839           357974            38103
    5.6804291e+02           451842            55839           357898            38105
    5.6812396e+02           451756            55838           357819            38099
    5.6821317e+02           451722            55846           357774            38102
    5.6837528e+02           451585            55846           357639            38100
    5.6845634e+02           451414            55846           357469            38099
    5.6853684e+02           451324            55846           357376            38102
    5.6861791e+02           451253            55846           357308            38099
    5.6871926e+02           451207            55883           357223            38101
    5.6880032e+02           451141            55883           357158            38100
    5.6897031e+02           451015            55883           357033            38099
    5.6905931e+02           450947            55883           356964            38100
    5.6913979e+02           450880            55883           356895            38102
    5.6922027e+02           450142            55644           356402            38096
    5.6930134e+02           450078            55644           356337            38097
    5.6946293e+02           449950            55644           356203            38103
    5.6954344e+02           449880            55644           356135            38101
    5.6962454e+02           449784            55644           356035            38105
    5.6970565e+02           449705            55644           355959            38102
    5.6987592e+02           449521            55647           355769            38105
    5.6995699e+02           449380            55647           355630            38103
    5.7003749e+02           448746            55668           354975            38103
    5.7011857e+02           448647            55668           354872            38107
    5.7028017e+02           448518            55668           354746            38104
    5.7036958e+02           448434            55668           354664            38102
    5.7045906e+02           448355            55668           354585            38102
    5.7053954e+02           448287            55668           354516            38103
    5.7062061e+02           448250            55668           354479            38103
    5.7070169e+02           448201            55668           354431            38102
    5.7088110e+02           448061            55682           354279            38100
    5.7097089e+02           447977            55682           354196            38099
    5.7105195e+02           447949            55711           354136            38102
    5.7113244e+02           447879            55714           354064            38101
    5.7121294e+02           447821            55728           353993            38100
    5.7130851e+02           447355            55558           353698            38099
    5.7147064e+02           447220            55557           353561            38102
    5.7155113e+02           447164            55557           353501            38106
    5.7163163e+02           447102            55557           353439            38106
    5.7171272e+02           447028            55557           353368            38103
    5.7180192e+02           446935            54908           353921            38106
    5.7191604e+02           446844            54910           353832            38102
    5.7200305e+02           446797            54933           353759            38105
    5.7213899e+02           446727            54997           353627            38103
    5.7222825e+02           446637            54998           353539            38100
    5.7230930e+02           446568            54998           353468            38102
    5.7247143e+02           446281            54995           353185            38101
    5.7257276e+02           446159            54996           353059            38104
    5.7268076e+02           446067            54999           352968            38100
    5.7278845e+02           445957            54998           352857            38102
    5.7287760e+02           444184            54710           351371            38103
    5.7297310e+02           444168            54714           351355            38099
    5.7305415e+02           444081            54711           351271            38099
    5.7313521e+02           443984            54714           351170            38100
    5.7321627e+02           443925            54714           351110            38101
    5.7337843e+02           443765            54714           350948            38103
    5.7345952e+02           443650            54710           350841            38099
    5.7354061e+02           443572            54712           350753            38107
    5.7363007e+02           443461            54712           350646            38103
    5.7371053e+02           443332            54710           350521            38101
    5.7387149e+02           442536            54716           349717            38103
    5.7395256e+02           442417            54710           349606            38101
    5.7403363e+02           442357            54717           349536            38104
    5.7411472e+02           442261            54708           349448            38105
    5.7428492e+02           442112            54718           349293            38101
    5.7437410e+02           442038            54707           349226            38105
    5.7445515e+02           441956            54709           349139            38108
    5.7453620e+02           441866            54715           349050            38101
    5.7461668e+02           441783            54715           348967            38101
    5.7479461e+02           441611            54709           348800            38102
    5.7487566e+02           441547            54716           348729            38102
    5.7495672e+02           440664            54018           348544            38102
    5.7505225e+02           440627            54016           348512            38099
    5.7513330e+02           440559            54018           348442            38099
    5.7521436e+02           440499            54021           348377            38101
    5.7537651e+02           440357            54020           348238            38099
    5.7545760e+02           440300            54021           348176            38103
    5.7553869e+02           440210            54015           348096            38099
    5.7561979e+02           440142            54019           348017            38106
    5.7570929e+02           440059            54023           347933            38103
    5.7587026e+02           439895            54017           347777            38101
    5.7595075e+02           439711            54016           347593            38102
    5.7603183e+02           439593            54021           347471            38101
    5.7611292e+02           439496            54010           347381            38105
    5.7627513e+02           439330            54017           347209            38104
    5.7636426e+02           439249            54017           347129            38103
    5.7645347e+02           439149            54014           347028            38107
    5.7653454e+02           439067            54025           346936            38106
    5.7661561e+02           438945            54016           346830            38099
    5.7677721e+02           438771            54015           346654            38102
    5.7687367e+02           438653            54021           346530            38102
    5.7695474e+02           438545            54013           346430            38102
    5.7703582e+02           436723            52350           346271            38102
    5.7713139e+02           436602            52348           346155            38099
    5.7721247e+02           435919            52349           345471            38099
    5.7737465e+02           435676            52352           345223            38101
    5.7745575e+02           435603            52354           345149            38100
    5.7753686e+02           435511            52355           345052            38104
    5.7761797e+02           435419            52350           344970            38099
    5.7778863e+02           435263            52356           344804            38103
    5.7786913e+02           435164            52349           344716            38099
    5.7794964e+02           435066            52346           344618            38102
    5.7803015e+02           434996            52351           344543            38102
    5.7811125e+02           434906            52351           344454            38101
    5.7827348e+02           434746            52347           344294            38105
    5.7835460e+02           434666            52352           344211            38103
    5.7844376e+02           434577            52351           344125            38101
    5.7853299e+02           434502            52347           344049            38106
    5.7861407e+02           434425            52349           343970            38106
    5.7877567e+02           434270            52351           343818            38101
    5.7885678e+02           434191            52352           343735            38104
    5.7895266e+02           434087            52352           343633            38102
    5.7903374e+02           434002            52349           343551            38102
    5.7911483e+02           432329            50847           343380            38102
    5.7921041e+02           432152            50846           343207            38099
    5.7937258e+02           431958            50850           343008            38100
    5.7945367e+02           431863            50848           342915            38100
    5.7953477e+02           431778            50853           342826            38099
    5.7961588e+02           431678            50849           342724            38105
    5.7977810e+02           431473            50849           342518            38106
    5.7986763e+02           431367            50850           342414            38103
    5.7994812e+02           431265            50846           342320            38099
    5.8002862e+02           431144            50843           342200            38101
    5.8010912e+02           431042            50850           342090            38102
    5.8027130e+02           430770            50848           341817            38105
    5.8035240e+02           430058            50845           341109            38104
    5.8043351e+02           429925            50852           340970            38103
    5.8052265e+02           429828            50850           340876            38102
    5.8061185e+02           429712            50846           340761            38105
    5.8077398e+02           429535            50847           340589            38099
    5.8085447e+02           429457            50856           340500            38101
    5.8093554e+02           429360            50852           340404            38104
    5.8103106e+02           429234            50845           340286            38103
    5.8111212e+02           429155            50852           340201            38102
    5.8128873e+02           427976            49875           340001            38100
    5.8136978e+02           427887            49876           339912            38099
